id,formattedAddress,addressLine1,city,state,stateFips,zipCode,county,countyFips,latitude,longitude,propertyType,lotSize,status,price,listingType,listedDate,createdDate,lastSeenDate,daysOnMarket,mlsName,mlsNumber,history,bedrooms,bathrooms,squareFootage,yearBuilt,has_hoa
"15-Saltford-Ln,-Unit-14B,-Greensboro,-NC-27455","15 Saltford Ln, Unit 14B, Greensboro, NC 27455",15 Saltford Ln,Greensboro,NC,37,27455,Guilford,81,36.134022,-79.801239,Townhouse,1742.0,Active,304500,New Construction,2024-04-15T00:00:00.000Z,2024-04-16T00:00:00.000Z,2026-04-26T10:19:57.367Z,742,TriadMLS,1139387.0,"{'2024-04-15': {'event': 'Sale Listing', 'price': 304500, 'listingType': 'New Construction', 'listedDate': '2024-04-15T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 742}}",3.0,2.5,1762.0,2024.0,1
"1907-Pembroke-Rd,-Greensboro,-NC-27408","1907 Pembroke Rd, Greensboro, NC 27408",1907 Pembroke Rd,Greensboro,NC,37,27408,Guilford,81,36.094984,-79.81078,Single Family,19602.0,Active,565000,Standard,2024-06-07T00:00:00.000Z,2024-06-08T00:00:00.000Z,2026-04-26T10:19:57.365Z,689,TriadMLS,1144349.0,"{'2024-06-07': {'event': 'Sale Listing', 'price': 565000, 'listingType': 'Standard', 'listedDate': '2024-06-07T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 689}}",3.0,2.5,2776.0,1953.0,0
"4105-Davis-Ridge-Ct,-Greensboro,-NC-27405","4105 Davis Ridge Ct, Greensboro, NC 27405",4105 Davis Ridge Ct,Greensboro,NC,37,27405,Guilford,81,36.0652,-79.714476,Single Family,8276.0,Active,236000,Standard,2024-09-09T00:00:00.000Z,2024-09-10T00:00:00.000Z,2026-04-26T10:19:57.358Z,595,TriadMLS,1154991.0,"{'2024-09-09': {'event': 'Sale Listing', 'price': 236000, 'listingType': 'Standard', 'listedDate': '2024-09-09T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 595}}",3.0,2.5,1220.0,2017.0,0
"201-N-Elm-St,-Ste-1001,-Greensboro,-NC-27401","201 N Elm St, Ste 1001, Greensboro, NC 27401",201 N Elm St,Greensboro,NC,37,27401,Guilford,81,36.073668,-79.790679,Condo,436.0,Active,441450,Standard,2024-12-11T00:00:00.000Z,2022-04-12T16:41:12.318Z,2026-04-26T10:19:57.349Z,502,TriadMLS,1165132.0,"{'2023-12-29': {'event': 'Sale Listing', 'price': 545000, 'listingType': 'Standard', 'listedDate': '2023-12-29T00:00:00.000Z', 'removedDate': '2024-11-09T00:00:00.000Z', 'daysOnMarket': 316}, '2024-12-11': {'event': 'Sale Listing', 'price': 441450, 'listingType': 'Standard', 'listedDate': '2024-12-11T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 502}}",3.0,3.0,2018.0,2009.0,1
"605-W-Market-St,-Unit-408,-Greensboro,-NC-27401","605 W Market St, Unit 408, Greensboro, NC 27401",605 W Market St,Greensboro,NC,37,27401,Guilford,81,36.072436,-79.797514,Condo,436.0,Active,385000,Standard,2025-01-09T00:00:00.000Z,2020-09-20T17:46:20.307Z,2026-04-26T10:19:57.347Z,473,TriadMLS,1166778.0,"{'2025-01-09': {'event': 'Sale Listing', 'price': 385000, 'listingType': 'Standard', 'listedDate': '2025-01-09T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 473}}",2.0,2.5,1783.0,2007.0,0
"1819-J-Ave,-Greensboro,-NC-27403","1819 J Ave, Greensboro, NC 27403",1819 J Ave,Greensboro,NC,37,27403,Guilford,81,36.049544,-79.821516,Single Family,8712.0,Active,145000,Standard,2025-01-13T00:00:00.000Z,2022-05-12T10:09:33.970Z,2026-04-26T10:19:57.345Z,469,MyStateMLS,11406933.0,"{'2025-01-13': {'event': 'Sale Listing', 'price': 145000, 'listingType': 'Standard', 'listedDate': '2025-01-13T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 469}}",3.0,1.0,1184.0,1947.0,0
"212-W-Cornwallis-Dr,-Greensboro,-NC-27408","212 W Cornwallis Dr, Greensboro, NC 27408",212 W Cornwallis Dr,Greensboro,NC,37,27408,Guilford,81,36.103142,-79.791231,Single Family,17424.0,Active,525000,Standard,2025-03-29T00:00:00.000Z,2024-09-20T00:00:00.000Z,2026-04-26T10:19:57.323Z,394,TriadMLS,1175304.0,"{'2024-09-19': {'event': 'Sale Listing', 'price': 340000, 'listingType': 'Standard', 'listedDate': '2024-09-19T00:00:00.000Z', 'removedDate': '2024-10-02T00:00:00.000Z', 'daysOnMarket': 13}, '2025-03-29': {'event': 'Sale Listing', 'price': 525000, 'listingType': 'Standard', 'listedDate': '2025-03-29T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 394}}",4.0,3.5,2426.0,1957.0,0
"1101-N-Elm-St,-Unit-104,-Greensboro,-NC-27401","1101 N Elm St, Unit 104, Greensboro, NC 27401",1101 N Elm St,Greensboro,NC,37,27401,Guilford,81,36.088294,-79.789627,Condo,436.0,Active,139500,Standard,2025-04-14T00:00:00.000Z,2025-04-15T00:00:00.000Z,2026-04-26T10:19:57.318Z,378,TriadMLS,1177269.0,"{'2025-04-14': {'event': 'Sale Listing', 'price': 139500, 'listingType': 'Standard', 'listedDate': '2025-04-14T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 378}}",2.0,2.0,1056.0,1963.0,1
"201-N-Elm-St,-Ste-703,-Greensboro,-NC-27401","201 N Elm St, Ste 703, Greensboro, NC 27401",201 N Elm St,Greensboro,NC,37,27401,Guilford,81,36.073909,-79.790659,Condo,436.0,Active,468180,Standard,2025-05-15T00:00:00.000Z,2023-10-05T00:00:00.000Z,2026-04-26T10:19:57.317Z,347,TriadMLS,1181165.0,"{'2023-10-04': {'event': 'Sale Listing', 'price': 578000, 'listingType': 'Standard', 'listedDate': '2023-10-04T00:00:00.000Z', 'removedDate': '2024-11-09T00:00:00.000Z', 'daysOnMarket': 402}, '2025-05-15': {'event': 'Sale Listing', 'price': 468180, 'listingType': 'Standard', 'listedDate': '2025-05-15T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 347}}",3.0,3.0,2349.0,2009.0,1
"2414-Stanley-Rd,-Greensboro,-NC-27407","2414 Stanley Rd, Greensboro, NC 27407",2414 Stanley Rd,Greensboro,NC,37,27407,Guilford,81,36.039292,-79.890065,Single Family,205603.0,Active,799900,Standard,2025-06-08T00:00:00.000Z,2025-06-09T00:00:00.000Z,2026-04-26T10:19:57.314Z,323,TriadMLS,1183728.0,"{'2025-06-08': {'event': 'Sale Listing', 'price': 799900, 'listingType': 'Standard', 'listedDate': '2025-06-08T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 323}}",3.0,2.0,1776.0,1968.0,0
"1325-Kirkman-St,-Greensboro,-NC-27406","1325 Kirkman St, Greensboro, NC 27406",1325 Kirkman St,Greensboro,NC,37,27406,Guilford,81,36.040104,-79.815056,Single Family,15682.0,Active,268000,New Construction,2025-06-18T00:00:00.000Z,2022-07-20T08:56:07.259Z,2026-04-26T10:19:57.308Z,313,TriadMLS,1184843.0,"{'2025-06-18': {'event': 'Sale Listing', 'price': 268000, 'listingType': 'New Construction', 'listedDate': '2025-06-18T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 313}}",3.0,2.0,1260.0,2025.0,0
"3614-Morris-Farm-Dr,-Apt-1A,-Greensboro,-NC-27409","3614 Morris Farm Dr, Apt 1A, Greensboro, NC 27409",3614 Morris Farm Dr,Greensboro,NC,37,27409,Guilford,81,36.041082,-79.940437,Condo,436.0,Active,184900,Standard,2025-05-10T00:00:00.000Z,2025-05-10T00:00:00.000Z,2026-04-26T10:19:57.305Z,352,TriadMLS,1180492.0,"{'2025-05-10': {'event': 'Sale Listing', 'price': 184900, 'listingType': 'Standard', 'listedDate': '2025-05-10T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 352}}",2.0,2.0,1116.0,1994.0,1
"1904-Everitt-St,-Greensboro,-NC-27401","1904 Everitt St, Greensboro, NC 27401",1904 Everitt St,Greensboro,NC,37,27401,Guilford,81,36.065393,-79.762987,Townhouse,1742.0,Active,279900,New Construction,2025-05-20T00:00:00.000Z,2025-05-21T00:00:00.000Z,2026-04-26T10:19:57.305Z,342,TriadMLS,1181722.0,"{'2025-05-20': {'event': 'Sale Listing', 'price': 279900, 'listingType': 'New Construction', 'listedDate': '2025-05-20T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 342}}",3.0,2.5,1542.0,2025.0,1
"4208-Bitternut-Trl,-Greensboro,-NC-27410","4208 Bitternut Trl, Greensboro, NC 27410",4208 Bitternut Trl,Greensboro,NC,37,27410,Guilford,81,36.115915,-79.866997,Single Family,14810.0,Active,689900,Standard,2025-05-22T00:00:00.000Z,2025-05-23T00:00:00.000Z,2026-04-26T10:19:57.299Z,340,TriadMLS,1181833.0,"{'2025-05-22': {'event': 'Sale Listing', 'price': 689900, 'listingType': 'Standard', 'listedDate': '2025-05-22T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 340}}",4.0,3.5,3889.0,1997.0,0
"1900-Everitt-St,-Greensboro,-NC-27401","1900 Everitt St, Greensboro, NC 27401",1900 Everitt St,Greensboro,NC,37,27401,Guilford,81,36.06543,-79.763052,Townhouse,1742.0,Active,284900,New Construction,2025-05-19T00:00:00.000Z,2025-05-20T00:00:00.000Z,2026-04-26T10:19:57.284Z,343,TriadMLS,1180104.0,"{'2025-05-19': {'event': 'Sale Listing', 'price': 284900, 'listingType': 'New Construction', 'listedDate': '2025-05-19T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 343}}",3.0,2.5,1576.0,2025.0,1
"307-Guerrant-St,-Greensboro,-NC-27401","307 Guerrant St, Greensboro, NC 27401",307 Guerrant St,Greensboro,NC,37,27401,Guilford,81,36.079469,-79.742852,Single Family,9148.0,Active,171000,Standard,2025-05-28T00:00:00.000Z,2024-10-11T00:00:00.000Z,2026-04-26T10:19:57.284Z,334,TriadMLS,1182544.0,"{'2024-10-10': {'event': 'Sale Listing', 'price': 150000, 'listingType': 'Standard', 'listedDate': '2024-10-10T00:00:00.000Z', 'removedDate': '2025-01-10T00:00:00.000Z', 'daysOnMarket': 92}, '2025-05-16': {'event': 'Sale Listing', 'price': 168000, 'listingType': 'Standard', 'listedDate': '2025-05-16T00:00:00.000Z', 'removedDate': '2025-05-20T00:00:00.000Z', 'daysOnMarket': 4}, '2025-05-28': {'event': 'Sale Listing', 'price': 171000, 'listingType': 'Standard', 'listedDate': '2025-05-28T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 334}}",3.0,1.0,950.0,1961.0,0
"1902-Everitt-St,-Greensboro,-NC-27401","1902 Everitt St, Greensboro, NC 27401",1902 Everitt St,Greensboro,NC,37,27401,Guilford,81,36.065397,-79.763054,Townhouse,1742.0,Active,289500,New Construction,2025-05-20T00:00:00.000Z,2025-05-21T00:00:00.000Z,2026-04-26T10:19:57.283Z,342,TriadMLS,1181644.0,"{'2025-05-20': {'event': 'Sale Listing', 'price': 289500, 'listingType': 'New Construction', 'listedDate': '2025-05-20T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 342}}",3.0,2.5,1670.0,2025.0,1
"360-S-Elm-St,-Apt-110,-Greensboro,-NC-27401","360 S Elm St, Apt 110, Greensboro, NC 27401",360 S Elm St,Greensboro,NC,37,27401,Guilford,81,36.068099,-79.791438,Condo,436.0,Active,189000,Standard,2025-05-06T00:00:00.000Z,2025-05-07T00:00:00.000Z,2026-04-26T10:19:57.282Z,356,TriadMLS,1179995.0,"{'2025-05-06': {'event': 'Sale Listing', 'price': 189000, 'listingType': 'Standard', 'listedDate': '2025-05-06T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 356}}",1.0,1.0,1028.0,2005.0,1
"74-Park-Village-Ln,-Greensboro,-NC-27455","74 Park Village Ln, Greensboro, NC 27455",74 Park Village Ln,Greensboro,NC,37,27455,Guilford,81,36.127293,-79.804959,Single Family,7841.0,Active,304900,Standard,2025-06-20T00:00:00.000Z,2025-06-21T00:00:00.000Z,2026-04-26T10:19:57.282Z,311,TriadMLS,1183719.0,"{'2025-06-20': {'event': 'Sale Listing', 'price': 304900, 'listingType': 'Standard', 'listedDate': '2025-06-20T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 311}}",3.0,2.5,1923.0,1992.0,1
"2507-Fontaine-Rd,-Greensboro,-NC-27407","2507 Fontaine Rd, Greensboro, NC 27407",2507 Fontaine Rd,Greensboro,NC,37,27407,Guilford,81,36.035304,-79.834714,Single Family,10019.0,Active,235000,Standard,2025-05-22T00:00:00.000Z,2025-05-23T00:00:00.000Z,2026-04-26T10:19:57.281Z,340,TriadMLS,1181522.0,"{'2025-05-22': {'event': 'Sale Listing', 'price': 235000, 'listingType': 'Standard', 'listedDate': '2025-05-22T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 340}}",4.0,1.5,1082.0,1961.0,0
"1914-Penley-Trl,-Greensboro,-NC-27406","1914 Penley Trl, Greensboro, NC 27406",1914 Penley Trl,Greensboro,NC,37,27406,Guilford,81,35.999742,-79.811448,Single Family,6970.0,Active,339130,New Construction,2025-08-01T00:00:00.000Z,2025-09-19T00:00:00.000Z,2026-04-26T10:19:57.280Z,269,TriadMLS,1189747.0,"{'2025-08-01': {'event': 'Sale Listing', 'price': 339130, 'listingType': 'New Construction', 'listedDate': '2025-08-01T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 269}}",3.0,2.5,1872.0,2025.0,1
"334-Hidden-Timber-Ln,-Unit-334,-Greensboro,-NC-27405","334 Hidden Timber Ln, Unit 334, Greensboro, NC 27405",334 Hidden Timber Ln,Greensboro,NC,37,27405,Guilford,81,36.131098,-79.731909,Townhouse,871.0,Active,199800,Standard,2025-06-28T00:00:00.000Z,2025-06-28T00:00:00.000Z,2026-04-26T10:19:57.279Z,303,TriadMLS,1186121.0,"{'2025-06-28': {'event': 'Sale Listing', 'price': 199800, 'listingType': 'Standard', 'listedDate': '2025-06-28T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 303}}",2.0,2.5,1152.0,2017.0,1
"1918-Penley-Trl,-Greensboro,-NC-27406","1918 Penley Trl, Greensboro, NC 27406",1918 Penley Trl,Greensboro,NC,37,27406,Guilford,81,35.999784,-79.811794,Single Family,7405.0,Active,371985,New Construction,2025-06-03T00:00:00.000Z,2025-09-19T00:00:00.000Z,2026-04-26T10:19:57.273Z,328,TriadMLS,1183156.0,"{'2025-06-03': {'event': 'Sale Listing', 'price': 371985, 'listingType': 'New Construction', 'listedDate': '2025-06-03T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 328}}",4.0,2.5,2214.0,2025.0,1
"3429-Littlefield-Way,-Greensboro,-NC-27405","3429 Littlefield Way, Greensboro, NC 27405",3429 Littlefield Way,Greensboro,NC,37,27405,Guilford,81,36.121279,-79.745377,Townhouse,1612.0,Active,253400,New Construction,2025-07-25T00:00:00.000Z,2025-07-26T00:00:00.000Z,2026-04-26T10:19:57.269Z,276,TriadMLS,1189017.0,"{'2025-07-25': {'event': 'Sale Listing', 'price': 253400, 'listingType': 'New Construction', 'listedDate': '2025-07-25T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 276}}",3.0,2.5,1345.0,2025.0,1
"831-W-Cornwallis-Dr,-Greensboro,-NC-27408","831 W Cornwallis Dr, Greensboro, NC 27408",831 W Cornwallis Dr,Greensboro,NC,37,27408,Guilford,81,36.101357,-79.803714,Single Family,20909.0,Active,519000,Standard,2025-07-02T00:00:00.000Z,2025-07-03T00:00:00.000Z,2026-04-26T10:19:57.268Z,299,TriadMLS,1186359.0,"{'2025-07-02': {'event': 'Sale Listing', 'price': 519000, 'listingType': 'Standard', 'listedDate': '2025-07-02T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 299}}",4.0,2.0,2603.0,1950.0,0
"5005-Bass-Chapel-Rd,-Apt-1C,-Greensboro,-NC-27455","5005 Bass Chapel Rd, Apt 1C, Greensboro, NC 27455",5005 Bass Chapel Rd,Greensboro,NC,37,27455,Guilford,81,36.146575,-79.811374,Condo,436.0,Active,175000,Standard,2025-07-28T00:00:00.000Z,2025-09-11T00:00:00.000Z,2026-04-26T10:19:57.268Z,273,TriadMLS,1188603.0,"{'2025-07-28': {'event': 'Sale Listing', 'price': 175000, 'listingType': 'Standard', 'listedDate': '2025-07-28T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 273}}",2.0,2.0,1280.0,2001.0,1
"3783-Greenes-Xing,-Greensboro,-NC-27410","3783 Greenes Xing, Greensboro, NC 27410",3783 Greenes Xing,Greensboro,NC,37,27410,Guilford,81,36.131985,-79.854131,Townhouse,1307.0,Active,245000,Standard,2025-08-05T00:00:00.000Z,2025-08-06T00:00:00.000Z,2026-04-26T10:19:57.267Z,265,TriadMLS,1189778.0,"{'2025-08-05': {'event': 'Sale Listing', 'price': 245000, 'listingType': 'Standard', 'listedDate': '2025-08-05T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 265}}",2.0,2.5,1341.0,1983.0,1
"2600-Pennoak-Way,-Apt-M,-Greensboro,-NC-27407","2600 Pennoak Way, Apt M, Greensboro, NC 27407",2600 Pennoak Way,Greensboro,NC,37,27407,Guilford,81,36.034975,-79.886778,Condo,436.0,Active,165000,Standard,2025-07-16T00:00:00.000Z,2025-07-17T00:00:00.000Z,2026-04-26T10:19:57.266Z,285,TriadMLS,1186992.0,"{'2025-07-16': {'event': 'Sale Listing', 'price': 165000, 'listingType': 'Standard', 'listedDate': '2025-07-16T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 285}}",2.0,2.0,1188.0,2006.0,1
"1807-Allyson-Ave,-Greensboro,-NC-27405","1807 Allyson Ave, Greensboro, NC 27405",1807 Allyson Ave,Greensboro,NC,37,27405,Guilford,81,36.136717,-79.751945,Single Family,7405.0,Active,291000,New Construction,2025-08-04T00:00:00.000Z,2023-03-09T00:00:00.000Z,2026-04-26T10:19:57.265Z,266,TriadMLS,1189347.0,"{'2025-08-04': {'event': 'Sale Listing', 'price': 291000, 'listingType': 'New Construction', 'listedDate': '2025-08-04T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 266}}",3.0,2.5,1470.0,2025.0,0
"3719-Martin-Ave,-Greensboro,-NC-27405","3719 Martin Ave, Greensboro, NC 27405",3719 Martin Ave,Greensboro,NC,37,27405,Guilford,81,36.130494,-79.754843,Single Family,9148.0,Active,179900,Standard,2025-07-16T00:00:00.000Z,2021-09-29T11:13:18.941Z,2026-04-26T10:19:57.264Z,285,TriadMLS,1187991.0,"{'2025-07-16': {'event': 'Sale Listing', 'price': 179900, 'listingType': 'Standard', 'listedDate': '2025-07-16T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 285}}",4.0,2.0,1176.0,1958.0,0
"3428-Littlefield-Way,-Greensboro,-NC-27405","3428 Littlefield Way, Greensboro, NC 27405",3428 Littlefield Way,Greensboro,NC,37,27405,Guilford,81,36.121366,-79.744955,Townhouse,1742.0,Active,248900,New Construction,2025-07-30T00:00:00.000Z,2025-07-31T00:00:00.000Z,2026-04-26T10:19:57.262Z,271,TriadMLS,1189464.0,"{'2025-07-30': {'event': 'Sale Listing', 'price': 248900, 'listingType': 'New Construction', 'listedDate': '2025-07-30T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 271}}",3.0,2.5,1375.0,2025.0,1
"201-Elim-Palms-Ln,-Greensboro,-NC-27410","201 Elim Palms Ln, Greensboro, NC 27410",201 Elim Palms Ln,Greensboro,NC,37,27410,Guilford,81,36.124376,-79.884654,Townhouse,3049.0,Active,649000,New Construction,2025-08-01T00:00:00.000Z,2025-08-02T00:00:00.000Z,2026-04-26T10:19:57.261Z,269,TriadMLS,1189471.0,"{'2025-08-01': {'event': 'Sale Listing', 'price': 649000, 'listingType': 'New Construction', 'listedDate': '2025-08-01T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 269}}",3.0,2.5,2185.0,2025.0,1
"1013-N-Elm-St,-Apt-C6,-Greensboro,-NC-27401","1013 N Elm St, Apt C6, Greensboro, NC 27401",1013 N Elm St,Greensboro,NC,37,27401,Guilford,81,36.087419,-79.789469,Condo,436.0,Active,179000,Standard,2025-07-22T00:00:00.000Z,2022-11-08T08:09:26.613Z,2026-04-26T10:19:57.260Z,279,TriadMLS,1188464.0,"{'2025-07-22': {'event': 'Sale Listing', 'price': 179000, 'listingType': 'Standard', 'listedDate': '2025-07-22T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 279}}",2.0,1.0,1108.0,1930.0,1
"1912-Penley-Trl,-Greensboro,-NC-27406","1912 Penley Trl, Greensboro, NC 27406",1912 Penley Trl,Greensboro,NC,37,27406,Guilford,81,35.999738,-79.811273,Single Family,6970.0,Active,349521,New Construction,2025-08-07T00:00:00.000Z,2025-09-19T00:00:00.000Z,2026-04-26T10:19:51.736Z,263,TriadMLS,1190512.0,"{'2025-08-07': {'event': 'Sale Listing', 'price': 349521, 'listingType': 'New Construction', 'listedDate': '2025-08-07T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 263}}",3.0,2.0,1607.0,2025.0,1
"2325-Spring-Garden-St,-Greensboro,-NC-27403","2325 Spring Garden St, Greensboro, NC 27403",2325 Spring Garden St,Greensboro,NC,37,27403,Guilford,81,36.063741,-79.831373,Single Family,7405.0,Active,325000,Standard,2025-08-09T00:00:00.000Z,2025-08-10T00:00:00.000Z,2026-04-26T10:19:51.709Z,261,TriadMLS,1190577.0,"{'2025-08-09': {'event': 'Sale Listing', 'price': 325000, 'listingType': 'Standard', 'listedDate': '2025-08-09T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 261}}",2.0,2.0,1432.0,1936.0,0
"1321-Perga-Ct,-Greensboro,-NC-27406","1321 Perga Ct, Greensboro, NC 27406",1321 Perga Ct,Greensboro,NC,37,27406,Guilford,81,36.029491,-79.758368,Single Family,7405.0,Active,310000,Standard,2025-08-10T00:00:00.000Z,2023-11-03T00:00:00.000Z,2026-04-26T10:19:51.708Z,260,TriadMLS,1189876.0,"{'2024-11-15': {'event': 'Sale Listing', 'price': 297000, 'listingType': 'Standard', 'listedDate': '2024-11-15T00:00:00.000Z', 'removedDate': '2024-11-28T00:00:00.000Z', 'daysOnMarket': 13}, '2025-08-10': {'event': 'Sale Listing', 'price': 310000, 'listingType': 'Standard', 'listedDate': '2025-08-10T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 260}}",3.0,2.0,1870.0,2008.0,0
"4320-Griffins-Gate-Ln,-Greensboro,-NC-27407","4320 Griffins Gate Ln, Greensboro, NC 27407",4320 Griffins Gate Ln,Greensboro,NC,37,27407,Guilford,81,36.000266,-79.879868,Single Family,10454.0,Active,995000,New Construction,2025-08-16T00:00:00.000Z,2021-10-29T07:06:38.462Z,2026-04-26T10:19:51.698Z,254,TriadMLS,1191419.0,"{'2021-10-28': {'event': 'Sale Listing', 'price': 80000, 'listingType': 'Standard', 'listedDate': '2021-10-28T00:00:00.000Z', 'removedDate': '2025-02-14T00:00:00.000Z', 'daysOnMarket': 1205}, '2025-08-16': {'event': 'Sale Listing', 'price': 995000, 'listingType': 'New Construction', 'listedDate': '2025-08-16T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 254}}",4.0,3.5,3266.0,2025.0,1
"3426-Littlefield-Way,-Greensboro,-NC-27405","3426 Littlefield Way, Greensboro, NC 27405",3426 Littlefield Way,Greensboro,NC,37,27405,Guilford,81,36.121267,-79.744956,Townhouse,1742.0,Active,249900,New Construction,2025-08-21T00:00:00.000Z,2025-08-22T00:00:00.000Z,2026-04-26T10:19:51.695Z,249,TriadMLS,1191981.0,"{'2025-08-21': {'event': 'Sale Listing', 'price': 249900, 'listingType': 'New Construction', 'listedDate': '2025-08-21T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 249}}",3.0,2.5,1345.0,2025.0,1
"3515-Wilcox-Ct,-Greensboro,-NC-27405","3515 Wilcox Ct, Greensboro, NC 27405",3515 Wilcox Ct,Greensboro,NC,37,27405,Guilford,81,36.127158,-79.750431,Single Family,6098.0,Active,340941,New Construction,2025-08-21T00:00:00.000Z,2025-09-19T00:00:00.000Z,2026-04-26T10:19:51.695Z,249,TriadMLS,1193106.0,"{'2025-08-21': {'event': 'Sale Listing', 'price': 340941, 'listingType': 'New Construction', 'listedDate': '2025-08-21T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 249}}",3.0,2.5,1878.0,2025.0,1
"1412-Youngs-Mill-Rd,-Greensboro,-NC-27406","1412 Youngs Mill Rd, Greensboro, NC 27406",1412 Youngs Mill Rd,Greensboro,NC,37,27406,Guilford,81,36.050105,-79.70814,Single Family,38768.0,Active,619000,Standard,2025-08-22T00:00:00.000Z,2024-06-22T00:00:00.000Z,2026-04-26T10:19:51.692Z,248,TriadMLS,1193171.0,"{'2025-08-22': {'event': 'Sale Listing', 'price': 619000, 'listingType': 'Standard', 'listedDate': '2025-08-22T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 248}}",5.0,3.5,4000.0,1964.0,0
"505-W-Cornwallis-Dr,-Greensboro,-NC-27408","505 W Cornwallis Dr, Greensboro, NC 27408",505 W Cornwallis Dr,Greensboro,NC,37,27408,Guilford,81,36.10271,-79.795672,Single Family,19166.0,Active,899000,Standard,2025-08-22T00:00:00.000Z,2025-08-23T00:00:00.000Z,2026-04-26T10:19:51.692Z,248,TriadMLS,1191898.0,"{'2025-08-22': {'event': 'Sale Listing', 'price': 899000, 'listingType': 'Standard', 'listedDate': '2025-08-22T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 248}}",5.0,4.5,3486.0,1964.0,0
"19-Asher-Ln,-Greensboro,-NC-27455","19 Asher Ln, Greensboro, NC 27455",19 Asher Ln,Greensboro,NC,37,27455,Guilford,81,36.16833,-79.829127,Townhouse,,Active,629000,New Construction,2025-08-22T00:00:00.000Z,2025-08-23T00:00:00.000Z,2026-04-26T10:19:51.690Z,248,TriadMLS,1193093.0,"{'2025-08-22': {'event': 'Sale Listing', 'price': 629000, 'listingType': 'New Construction', 'listedDate': '2025-08-22T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 248}}",3.0,2.5,2194.0,2025.0,1
"3726-Carol-Oferrell-Ct,-Greensboro,-NC-27405","3726 Carol Oferrell Ct, Greensboro, NC 27405",3726 Carol Oferrell Ct,Greensboro,NC,37,27405,Guilford,81,36.082376,-79.727828,Single Family,8276.0,Active,282500,New Construction,2025-08-27T00:00:00.000Z,2025-08-28T00:00:00.000Z,2026-04-26T10:19:51.688Z,243,TriadMLS,1193755.0,"{'2025-08-27': {'event': 'Sale Listing', 'price': 282500, 'listingType': 'New Construction', 'listedDate': '2025-08-27T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 243}}",4.0,1.5,1762.0,2025.0,1
"5001-Bass-Chapel-Rd,-Apt-3D,-Greensboro,-NC-27455","5001 Bass Chapel Rd, Apt 3D, Greensboro, NC 27455",5001 Bass Chapel Rd,Greensboro,NC,37,27455,Guilford,81,36.145982,-79.811026,Condo,436.0,Active,200000,Standard,2025-09-05T00:00:00.000Z,2025-09-06T00:00:00.000Z,2026-04-26T10:19:51.677Z,234,TriadMLS,1194202.0,"{'2025-09-05': {'event': 'Sale Listing', 'price': 200000, 'listingType': 'Standard', 'listedDate': '2025-09-05T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 234}}",2.0,2.0,1306.0,2000.0,1
